	Review
2349	A typical day of work involves being fast and productive, on our feet all day. I do things such as recover the store, work in fitting rooms and make sure everything is off the floor. Additionally, I answer phone calls, put items on hold and ensure that customers are satisfied with heir customer service both inside and outside of the store. \rManagement are very good, friendly and always eager to get work done in order to make it easier for everyone else the following day. There is no time to slack off as the work done today will affect the productivity of the store tomorrow. Co-workers are amazing! Everyone is so friendly and always ready to have a chat while getting work done. We always help each other, whether that be ensuring our individual jobs are done so that we can help another, or little things like assisting each other when we're unsure of something. Kmart is a very friend based community and Im proud to say I've developed so many long lasting and genuine friendships over the years I've worked there. The work is enjoyable and It is always fun meeting new customers and being able to help them in any way possible. The hardest part about working in Kmart is probably keeping it presentable in busy times such as christmas, new years and boxing day. Its also a bit hard when other team members aren't be productive or slacking off as it does effective the store for the rest of the week and makes the rest of the time have to carry their work for the day.
5251	Arriving to work and being gretted by the first three people at the doogr and behind checkout, then proceeding to put on my apron carrying my tools for the day. Checking the board to see what aisles need to be worked, and how I can manage my time effectively to meet deadlines. Then, grabbing my iPod to use as a computer which scans barcodes, then grabbing my area phone to recieve calls from external customers or workmates. After this I'm most certaintly in the shift! I then proceed to take leadership of my duties, focus on customer service and being punctual with my examples given to customers.  \r Overall this position helped me learn the values of what life can throw at you, and how best to correctly display oneself when faced with day to day problems. The management were nice, but I found the changing of managers to be too constant and found it hard to maintain a working relationship. They still were polite and I could never avoid shaking a hand. The culture of the workplace was busy and bustly. Always on your feet working a shelf, helping a customer, moving a pallet or bring down stock with a electric forklift. The hardest part of this job was having confidence in oneself and performing the day to day tasks with ease and comfortability. The most enjoiyable part of the job was working a shift where you had other people in the store, so you could look forward to break. Also, meeting new reps was nice, as this helped further ones understanding.
2268	Such a boring job.  Registers are only given to a select group of people, with majority of people getting stuck in presentation (basically cleaning up after lazy customers who can't figure out how to put something back where they got it) or breakdown (where they like to take advantage of younger employees' cheap pay rates for manual labour).  \r They give you half the entire store to tidy up and get annoyed when you haven't finished it (when you're also expected to answer the store phone and walk customers to whatever aisle they want) \r Management is absolutely horrendous, they just walk around telling people off for trying their best and don't do anything themselves.  \r If you work at Kmart, expect plenty of stingy and rude customers who will make a huge scene at their socks being 10c more than they initially expected.  The customer can literally tear you to shreds for no reason and management will give them a wish gift card and tell you off for annoying them.  \r The employee only doors weren't even locked so people actually used to come into the back and shoot up.  There were also a lot of shoplifters who put the employees at risk.  \r The only pro is the rest of the low-level staff, who I genuinely feel sorry for.  \r I dreaded every shift when I worked at Kmart and I'm so glad I'm out of there.  I would never recommend this to anyone, except maybe as a first job because literally every job you ever have will seem amazing in comparison.
4940	Worked at Bunnings 6.5years, have had experience in every department/position there is. There is a big difference in how much you’ll enjoy this job depending on the position. The management is usually a bit of a joke. However, working with a diverse range of ages can be fascinating. Depending on the role, you can leave work and not think about it till you come in the next time, or you can bring home the stress of working in an unsupported department. It’s a typical retail job, but on a larger scale. I would say I enjoyed it, although I stayed too long and ended up seeing the worst sides of the business, which left me with a bad taste in my mouth. There are others that have worked there part time and pursued other endeavours, who have a lot more joy in their lives compared to the long term/full time employees.ConsThere is periods as casuals that you will not be given hours and therefore may go months without pay due to “budget”, which can be incredibly stressful on those without work and those that have to make up for the lack of staff support. As a multimillion dollar company, this is unacceptable. However, if you are related to managers or favoured by them, don’t worry as you will be given hours, whilst others starve. All coordinators receive $10,000 bonuses whilst patting themselves on the back for walking around, looking busy and gossiping about low level employees (this has happens at every store I’ve worked at). 
5084	Working at Bunnings was a mixed experience. As it is such a fast-paced and cost-focused workplace, employees were typically under large amounts of stress and expected to perform seamlessly and for long hours. The shifts were normally really long (9-10 hours on a weekend!) as a casual, but the pay was worth it - the weekend rate was very reasonable. \r Staff attitudes were mixed and I guess it depended on what department or role people were in, but there was a clear divide between the people who very evidently did not enjoy their work, the the cheery and positive people who remained in good humor throughout their shifts.\r I spent time in the in-store cafe which required high levels of autonomy and self-management as only 1 person would be on at any one time. This was difficult to say the least particularly around mid-morning, lunchtime and afternoon tea coffee and food rushes, and when toilet breaks were needed. Juggling a cafe on your own was a considerable stress but also enjoyable and fast-paced.\r As a casual team member there was very little flexibility with time off however that can be expected.\r Career advancement was made possible with opportunities for me to move between registers, nursery, cafe and service desk, as well as filling in for stock-take and restock team members.\r Management were reasonably understanding and friendly however there is definitely an overall attitude of high pressure.
3892	I worked for both Grace Bros and Myer doing exactly the same job.\rI worked in domestic linen which I loved and my day consisted of making sure everything was presentable and stock was replenished on the floor if not done the afternoon before for when the store opened and changing any ticketing that needed to be done.  Sometimes there would be stock counts and new displays to do. \r My main focus was customer service for which I have achieved recognition for many times throughout my career.  I worked with a great bunch of people there and we became almost like family.  \r At Grace Bros I was full time and a department manager for Domestic Linen and transferred to Myer when transferring to another town and worked in the same position part-time.\r The hardest part of the job was not the actual job itself but when a new three level shopping centre was built around us. This proved to be very hard as we coped with dirt and rubble on a daily basis with heavy equipment being driven over the top of us.\r The most enjoyable part of my job was the BIG sales.  This would get the adrenalin going and I always did the checkouts which I loved as well. Having to work with beautiful bedlinen and sourcing special orders for customers was always a satisfying aspect of the job to me.\r This position would have to rate as the best position of my career and would love to return to a similar position.
2275	a typical day at work would include clocking on, checking with manager as to what the days duties will be; which would often be upkeep of the shop floor, keeping it clean and tidy, customer service; taking of calls and assisting customers in finding products, duties could also include the filling of shelves and packing away overstocks into fixtures out the back . \rI have learnt many skills such as customer service and organisational skills such as time management. \rThe management team at the store are very friendly and willing to try their best to help you and other co-workers in any way possible, whilst still remaining very professional and doing their jobs well.\rco-workers were also very friendly and willing to help, easy to talk to and work alongside was also another great part of working there.\rThe hardest part of the job would be trying to fit other things in life around the odd midday shifts on the weekend that went for three hours on average. anther difficult part of this job was to remain focused on cleaning when on long night shifts and not be lazy.\rThe most enjoyable part of the job is definitely helping people to find what they are looking for and enhance their overall experience of shopping and even simply brightening their day. This job is also made enjoyable by the relaxed good natured, friendly people that you are surrounded by whilst working.
2662	A typical start with a quick check of shelve prices order new price tags if required ,next was to replenish stock as well as set up ends for the current and following weeks catalogue,I leasrned how important shelf space was to the cost of the Dept. and that a well layed out area will increase sales in your Dept.Overall the store management team where good and would get in and help if you required assistance the store manager was at most times open to suggestions and approachable,I worked with a great team permanet of people we all seemed to get on well with each other and all pitched in.The hardest part of the job was keeping the casual junior staff in their area and stopping them from socialising for the full lengh of their shifts, this was a big problem in the store I worked inmainly on late night shopping Friday between 7-9pm they wouldn't do any presentation or recovery during that time which meant that the permanent staff had to stay back to fininsh the recovery,the main reason was that the Managers and senior staff would be on meal breaks and they had very little supervision.The best parts of the job would have been the face to face selling and talking to customers looking after their needs,I now live 2hrs away from the shop in a holiday area and still after all this time run in to old customers who know me from the KMart store in Tuggeranong.
109	You do a range of tasks over different departments, it's a fun environment where you make friends with everyone. You have the entire store to walk around, so you'll never feel cramped. You'll hardly feel bored and never lonely. \r There's always something to do if you have the initiative to undertake more than the bare minimum.\rManagement is easy to talk to if you'd like to work in a different area, have a problem with your shift, want to change your availability etc. Very flexible with hours, given a lot of shifts. You choose when you work.\r Large tea room, and you choose when you'd like to take your breaks. \r There isn't too much favouritism, anyone can be trained to be a manager, all you have to do is ask and put in the work.\r Negative is that we've had a huge turnover of managers and staff over the past year. One department manager is a bully who has caused multiple team members and 2 other department managers to quit. And the store morale has greatly decreased. New team members are hired and given zero training, and are put into departments with the expectation of other team members training them. \r Other negatives include - dealing with customers (in menswear) of extremely poor hygiene, frustrating theft that occurs all day everyday (though it's fun when you watch and catch them), rare occasions of gross things in the fitting rooms.
5354	A typical day at work: Busy, busy, busy! \r What I've learned: Patience, Customer Service, Register Operations & Safety Procedures. \r Management: Overall, management are approachable and blend in like a regular team member. Almost all will jump behind a register and give it their best shot, bring in a few trolleys or get on a forklift. Again overall, they are friendly and allow for flexibility within your career with the company. \r Workplace Culture: Bunnings is amazing for cultural purposes. We are one of Australia's most multi-cultural companies and that's including our staff and customers. \r Hardest Part of the Job: Getting along with absolutely everyone and understanding every accent that comes through that door. A great variety walks through the doors of Bunnings and you'll never know who is going to come in. We are all different and that's okay but that just means not everyone gets along. \r Most enjoyable part: In all honesty, it's different every shift. Sometimes the thing that gets you through your day is the people you have to work with you by your side. To make you laugh, smile and make work feel a little less stressful in those peak times. Other times it's even the customers that just know how to make you laugh whether it's their comedic shirt, accent, dog or joke they may tell. The most enjoyable part will never be the same.
1172	I’ve worked at Kmart for 4 years and it’s been abysmal the whole time. Customers are always going to be an issue no matter what retail environment you work in but the real kicker at Kmart is management. The managers have their favourites and will be nice to them, but if you aren’t one of them they treat you terribly. Casual team members are not trained enough to be working during the busiest times of the week (4-close on weekdays, weekends, and public holidays) and yet are reprimanded for asking for help by management. They over-hire yet we’re constantly understaffed. Shifts are consistently inconsistent and they ignore availability. I’ve personally had my availability deleted and changed by a manager with out my knowledge. It’s borderline expected that you stay at least 10 minutes past the end of your shift if you’re working in service on the weekend. The communication between management and staff is terrible, especially within the current COVID-19 situation, and store managers are ignoring rules created by higher ups that endanger the health of team members. The only thing you will ever get out of working at Kmart is a renewed sense of independence with having to rely on your own intuition in most situations. The communal aspect of Kmart is only in the bonding you’ll do with coworkers over how much disrespect you get from management.
345	A typical day at work at Target Country Katherine would include for myself. Opening the store before trading hours on a rotating roster, counting & keeping records of the previous days money intake from the safe and store registers, data entry, checking and signing documents, printing & scanning the stores SPL's, promotion's and clearance signs. Organizing stock from back dock to put on display, displaying neat and tidy displays for upcoming promotions. Making sure my co-workers were doing the right jobs, and helping them when they needed help and advise. Having a high customer service attitude though out the day.  \r I have learnt many things from this position, as this was my first retail position. I am very confident dealing with customers, I am also very  confident with supervising staff and solving problems for myself. \r The hardest part of the day was continuously making sure the store was neat and tidy, as this store was very busy being the only big department store in Katherine. While doing the above also making sure new stock was continuously on display and promotions were promoted neat, tidy and fresh regularly.  \r The most enjoyable part of my days were meeting and helping customers finding what they need and talking about there travels. Also got along with all my co-workers so everyday was fun and enjoyable.
4632	Fun workplace with a lot of support from the Store Leadership Team (SLT) as well as the team members. Everyone is on the same page in regards to the days targets and sales objective. SLT places specific focus on personal, team and customer safety which they implement though regular quizzes to sharpen out safety instincts. During stressful situations, especially during tax time and back to school, it is emphasized how important it is to ensure customers know you haven't forgotten about them as well as acknowledging the unfortunate circumstances but ensuring them that a solution will be reached. A downside to the job is when customer cannot find what they are looking for in our store and they either have to go to another Officeworks store or another retailer. When I'm not working at the registers I'm part of the stationary team and we're responsible for ensuring the all new products delivered are on the shelves, the stores looks neat and tidy and well as restocking shelves with products from the overhead. Ensuring the store is aesthetically pleasing during busy periods is difficult but made possible by having multiple people target different sections of the store. The physicality of loading and unloading stock from shelves, pulling heavy stock trolleys and walking up and down a ladder can be quite challenging.
1490	Working at this store was a great pleasure for many years, as it teaches you a lot about retail on a broad scale and how a large retail store runs. Managers treated you with respect and were thankful for your hard work and commitment to the store.\r The staff are lovely and helpful people, some of the best people I've come across in the workplace. Management at the time was also great for many years.\r However, in recent times, the store has brought in new strict procedures and a new management team. This has made the store a horrible place to work in, if you are a full-time or part time employee.\r Management will treat you unfairly, over not reaching almost impossible goals set by higher ups in the company, over how much stock needs to be put out in small amounts of time. And if it does not get done, you will be told its not good enough and you will need to work harder.\r The current management team for this store are heartless, mean and cruel in the way they talk to their staff. This needs to be addressed by higher ups, as staff members are constantly bullied and intimidated on a mental level.\r The staff deserve much better for their hard work, commitment and positive attitude to this store, as its success has been driven by their friendly and hardworking attitude.
3629	MYER has to take a serious look at fostering a culture of inclusion and respect and Building up Morale in all stores.\rThe senior managers within the organisation or stores are TOTALLY focussed on $$$ Turnover and constantly ignoring the need to also LOOK after the employee's and their mental health \rSales assistants are quite often placed under undue pressure in  between serving customers manning entire sections on their own, to ensuring the whole area is kept neat and tidy. Lunch breaks are quite often NOT taken in full or team members have to almost beg for someone to cover their break entitlement ! \rTeam members on the selling floor are pressured into staying back after their individual finish times by management if a promotion finishes on that day to remove tickets which given they are on their own they can't physically do everything !\rTeam members aren't always treated equally with respect to recognition for a Job, task or compliment, with management only making a big song and dance if it's one of the favourites.  \rSenior manager's aren't interested in anyone having an opinion and if a team member or manager expresses their views, they are quite often ignored..\rPromotion quite often is based on who you know , rather than the results you're delivering
269	signing on\rseeing manager/ supervisor on what is needed to  be done \rreplenishment of stock\rlistening for layby pick up calls \rrecovery through the clothing (making sure everything is were is should be)\rserving customers \rcalling other shops if we didn't have the items needed by the customer i.e. different sizes or what is available in catalogue\rchecking of the changing rooms to see if cloths need to go back\rwalk around to see if any customers are left in the store.\rlocking the door \rplacing back stock returned \rlocating any lay-bys made into the system\rsign off\rI learnt: register skill, how to replenish stock, stock take, how to order things from other shops, what good customer service means.\rthe manager did not like to listen to lower level staff on suggestions about productivity, if any problems or concerns happened between supervisors and the general staff the supervisors were always favoured over the general staff which made a tense work environment. \rmy general co-workers were fun and easy to get along with, which made it a good work environment.\rthe hardest part was working with management that didn't seem to take general co-workers seriously.\rmost enjoyable part was meeting new people and skills to start my work life (first job)
1695	I have worked here since the end of grade 10 up until now. A typical day at work depends on the tasks that I am allocated which could be from being on the front door, a cashier, the general presentation of the store or out in the stockroom decanting pallets of stock for the store. During my time here at Kmart I have learnt how to interact and deal with both pushy and frustrated customers this has helped me to develop my skills when interacting with people in general. The management of the store is somewhat average because there is always things that can be improved. The management of the staff is of a great standard there is still a few hiccups when it comes to the allocation of shifts, occasionally the shifts that I have been allocated have had to be cancelled due to the roster being mistyped. The culture of the workplace is upbeat and friendly us as team members give our best service to customers that enquire about a certain product. The hardest part of the job I believe is when there is an agitated customer and you try to help them out about an enquiry but it sometimes just backfires. The most enjoyable part of the job is after the shift and you see the shelves neatly presented and the tables neatly folded, it gives you a sense of satisfaction.
5591	"Liase with my manager in order to find out what jobs need to be complete for the day, any issues or problems that may affect the following day\'s shift.\rA typical shift would see me situated on either the service desk or the store cafe. A shift of the service desk would allow me to coordinate and overlook all team members at the front of the store whilst handling customers with purchase, returns and exchanges, together with answering and transferring calls whilst working closely with the on duty manager.\rA shift in the cafe allowed me to prepare and handle food for the day. Calibrating and setting up the coffee machine to make well presented coffees. I also was in charge of placing food orders and taking food deliveries, whilst keeping Health and Safety records including fridge and heater temperatures, cleaning records and ""best before"" records.\rThe most enjoyable part of working here was that my co-workers and managers were all very close and worked very well together as a united team. We all had very close friendships within work which allowed us to work closely without many issues what so ever. I also loved the opportunities given to me to grow personally and broaden my horizons, allowing me to take on more job roles and responsibilities."
5612	During The Week Most Of My days I Would be opening up the store which would include Cash Handling, The Use Of Eftpos Facilities, Counting cash floats for opening and closing, Point Of Purchase. \r A Typical Day would Be Working Behind The Refunds Desk Where i would be Handling all of the Problem solving, including  providing Refunds and exchanges on returns. I Would also Help Customers by Provide Directions For Customers and provided a key cutting service.\r Somedays i would also help the administrations department some of the jobs would include Switchboard Receptionist directing customers to the correct departments. and on weekends and school holidays i would run the Children's D.I.Y workshops, craft, face painting.\r When we hire new team members i would Assist In The Training Of New Staff For Counter Sales/ Customer Service.\r Most of the of the other team members and management are very nice and easy to approach. \r The most enjoyable part of my job is when i can see that i have help the customers with what ever it maybe and they walk out with a smile on there face or they come back to me for more advise. \r i have learned a lot form this job, this job has help me make the next step in my career and that one step closer to my goals.
3867	Working for Bendon has been a very rewarding experience, they offered me a job when I first moved to Brisbane and have been very understandable and flexible about my study hours. It's been a great opportunity to work for such a well established brand and to be able to represent it. The work culture is fantastic and we are very respected amongst the Myer staff and we in return to them. We all work well with in both teams and enjoy every day at work. My typical day would include chasing down budgets for the week, making sure all my stock has been returned to the sale floor and that is tidy and sized, ready for customers. The hardest part of the job is also the most enjoyable part of the job. We have a lot of women that come in who detest bra shopping with a passion. So these women make the job a challenge but if you do the fitting right, its one of the most gratifying parts of the job. You just have to be patient, understanding, sensitive and have an inkling as to what they would like. I'm very thorough with my customers and am mostly always thanked or spoken about when the sale is put through with the Myer staff. Its a very rewarding job, just helping women make a usually negative shopping experience into a positive one.
386	Since I was 15 years old I have been employed at Target Australia, being so young I was incredibly excited to be earning my own money and to be learning new skills that would be useful in later careers. I typically work on the Registers and up in the Layby department serving customers, processing returns and exchanges and creating and processing layby's. A typical day at work involves working behind a Register, processing sales and payments and providing customers with an enjoyable end to their retail experience. Working in tandem with other operators to ensure customers receive quick and excellent service. I like to think of myself as a team player and enjoy working with all my colleagues on the various tasks we are assigned. On select shifts I have the role of 'Supervisor' which entails running the department, assigning tasks, rectifying and issues customers have and providing authorisation for mark downs and anything else staff and customers require. It always makes me happy to see my customers satisfied with their new purchase and their experience shopping with the company. Every smile I see improves my day and motivates me to work harder and continue to provide the best service I can to each and every customer.
5343	Bunnings Warehouse was my first real job. I started a casual in Highschool and was lucky enough this lead this beautiful journey through the last 6+years with the company I love. I have worked through 5 different stores across 3 different countries; New Zealand, Australia and now UK. No matter where in the world you go- Bunnings team and culture are the same. Striving for the best- our team makes it happen. I have never known a company to invest so fully into their Team as Bunnings Warehouse. They have constantly proved to me time and time again- that I am more than just an employee number on their payroll. They have taught me the power of giving back to your team and store. Bunnings Warehouse has shown me the importance of living by the values - Integrity. Respect. Team Work. Achievement. Innovation. The culture that the whole team so actively works towards living is the reason this company has been voted the most trusted brand in Australia for the past 14 years. They have a worked so hard for years to define and redefine their leadership model until they were sure that the created the winning formula. I know they have. I feel so blessed to have worked within a company that taught me how it feels to love my job
2314	- A typical day at Kmart had its challenges but many of these challenges led to me learning something new whether it be about the job itself or personal growth.\r- While at Kmart i have learned many things these include; time management, people skills, team building skills and team management skills.\r- I found the management at Kmart to be helpful and very influential, while working I have learned many things under the different management members especially my assigned manager in service.\r- Many of the Co-workers i worked with and was supervised by have taught me many skills as how to manage a team and a department store, also as a team leader the co-workers i had supervision of have taught me how to use these skills to help them in situations.\r- I always found the hardest part of the job to be new hire training, this is because many of the new hires are starting their first job and don't enjoy having someone in charge but i find it best to reach out and talk to them in a one on one situation to find common ground.\r- The best part of the job is the bond I made with my co-workers and managers, i find this the best part of the job because i know even if i leave i still have these bonds.
1587	During my two years working at Kmart Toormina, I was unfairly mistreated and at times humiliated in front of customers. The management tended to take their anger out on my fellow workers and I even if we were performing our job. Expectations were too high and not made clear. Even though they had many casuals available they tended to under staff and expect small numbers of workers to accomplish large tasks with very minimal time. I worked barely three hours every month due to amount of casual staff available but if i would drop in to check schedule only one or two people may be working at one time. They tended to under staff so much that you may have been placed in an area you were not trained for and expected to complete the job to expectations (even without training). You would get into trouble if caught even just asking anther team mate a question as it was classified as disturbance. You couldn't even talk when working the same section (Even if you were doing your job properly.) While I was glad with the retail and customer management skills i obtained i was deeply disappointed in the treatment of their staff and was left quite frightened of finding another job in a retail sector.
4954	If you are lucky enough to work at a complex with good management, you are set. If you end up somewhere where management are AWFUL like I did, it’s a miserable place to work! Head office make allowance in the budget for team member pay raises but where I worked, no one EVER got one at their performance appraisals, with many not even knowing they COULD!! I worked with quite a few who worked very hard, were real go getters and really did deserve pay raises, but no one ever got one!! Pay is very basic unless you get to management level, with average pay for a G2 being $46k, a G4 which is basically a floor supervisor, being only moderately more at about $48k, but once you end up a co-ordinator of a department it jumps up BIG time to $85k.  Everyone where I worked was miserable and staff morale was so bad, head office came out to find out why, but everyone was fearful of losing their jobs so no one would be honest about it being the awful management there! My friend on the other hand, works at a different complex and has had absolutely wonderful management, and the team there get pay raises if they work hard.  Either a great place to work, or a terrible place to work...
1810	Have been at Kmart for 5 years now, when I started it was great as I had a good manager that cared more about work ethic than age and how much money they were saving. However after he left I was shafted, given 3 hours (or nothing at all) per week in favour of 15-19 year olds due to the fact that they were cheaper.\r A typical day at work for me consists of anything from doing recovery in GM or Apparel or working out the back to doing overnight shifts and early morning starts.\r Management have generally been great other than a couple who got away with belittling, being rude to and generally making staff feel terrible and unnapreciated for way too long and as for workplace culture, when I started and maybe for the first year or so I found it much less cliquey than it is now.\r The hardest part of the job would be having so many hours cut, yet being expected to complete the same amount of work and getting in trouble if you don't, and customers being rude.\r The most enjoyable part would be the friendships I have made along the way, the fact that it's chilled out when management aren't there, the work is quite easy and the customers that are nothing but lovely.
2635	Serving customers and assisting them as much as I was capable of and making sure their experience at Kmart was happy and they left smiling. With working there over a year I was able to learn proper customer service skills on how to greet customers. I also learnt other practical skills such as answering phones, managing self serve, being able to operate a cash register, ordering change, stocking drinks and recipe rolls, general cleaning (dusting, wiping down) checkout areas. My management was helpful but intimidating as the year went on and they expected us to know everything off by heart so soon. I was also mislead on how I go about taking days off but overall they acted how a manager should with a little less kindness. My co-workers were all so friendly and created a happy work environment where nobody was grumpy and all were lighthearted. The hardest part of the job was remembering everything for the cash register on how to operate it but I eventually became a pro. The most enjoyable part of the job was definitely making a customer smile, having good conversations with them and co-workers and feeling like you succeeded in making their day better.    
5636	A typical day at work consisted of giving help to others. I would often  wander from section to section asking Work mates if they needed any assistance with anything. Usually I would be confronted by customers that would require assistance, And I would always direct them to someone who has more knowledge about what they want to know.\r I learned what a job really is. At a young age I would think that a job was all work, and that I would hate it. I learned after the week I worked at Bunnings that You are aloud to show a personality to an extent. You can become friends with your co-workers and that work can be both a fun and productive area.\r The hardest part of the job by far was confronting my fears of Talking to strangers. I have always had issue with talking formally towards people I do not know. The week I worked at bunnings put me into a different area and out of my comfort zone. I overcame my fear and was able to help anyone who confronted me.\r The most enjoyable part of the week was by far working with people I   just recently called my friend. They helped me and I helped them. Working together with the people at Bunnings was great.
227	"Typical day at work involved serving customers, helping them find clothing, cleaning and returning clothing to shelves. I was trained badly, thus almost every shift I was blamed for doing something wrong by the manager- of whom never taught me how to do it correctly in the first place and got annoyed if I asked for help in doing said thing. The hardest part of the job was putting lots of effort into the work I did and never getting recognition for it, and getting bullied when things went wrong that were out of my control, eg, the terrible computers breaking all the time and being embarrassed in front of customers because the boss comes up behind me and blames me when it was clearly not my fault. (Other employees have agreed with me in the fact that these things weren\'t my fault) I also booked off time correctly one year and was ""scolded"" for it by not being given any shifts for 3 months, when I tried confronting the boss about it they claimed it was because I hadn\'t told them I was back from holidays. When in reality I had called 3 times each week for 3 weeks, and they should have had the book off slip that said I was home form holidays."
1740	"The work life balance is non existent. If you are a line manager or store manager, you are expected to work 10+ hours every day. When you question it, HR remains tight lipped about it as its ""what we\'ve always done"". Kmart is for families. Just not if you work there.\r The people we have running our stores are majority men who have been with the company for 40 years and have the same attitudes. Picture Mad Men minus the scotch. The #metoo movement would have a field day here.\r There has been some changes with all of HR quitting from the top down  and a change of state manger, so hopefully it will drive the culture into the current decade at least. \r It\'s a great company if you are young and don\'t know any different.\rUntil you age out of course and then you won\'t get shifts. \r Customers are probably up there with the worst part of the job. They are angry, rude, belligerent and the management will side with them in an altercation. \r You need to have a strong constitution to work here and be in good shape as the amount of stock coming into stores is up 40% year on year but REM still gets cut. You best be fit or you will suffer."
5525	A general day at Bunnings would have you mostly restocking shelves where possible whist helping customers as they approach you. This may seem simple but it requires a lot of experience to know your way around the shop and moving all of the items can often be very physically straining causing extreme loss of energy for those unfit for the job.\rHowever from my experience I learnt that providing good customer service is extremely important to maintaining the company and this is something the team members of Bunnings understand very well.\rManagement at Bunnings seems to be very orderly and meetings scheduled often for a recap on notable events.\rMost of the co-workers are not only very friendly and helpful but also excel at working to the best of their ability.\rThe hardest part of the job by far is trying to manage the energy you use throughout each day as you will be lifting extremely heavy boxes for a large portion of hours.\rThe most enjoyable part of the job was providing the customers with help. Due to the technology at Bunnings this can be rather simple and often leaves customers feeling happy, giving you a sense of achievement.
2551	A typical day would be, \rCustomer service & satisfaction, ensure float was correct, check daily booking sheet for any cancellations & contact customers of cancellations, ensure sufficient stock is available for work to be carried out, carry out morning safety check on equipment & monthly OH&S checks, liaising with customers & suppliers, processing customers & company invoices, answering phones, sending faxes,  (tho not limited to).\r Within the time i have worked here i have learnt how to deal with difficult & argumentative customers in a professional & courteous manner, I have worked at various stores within the company & found both management & staff have been very helpful & obliging in any concerns i may have had, working in a male dominated industry.\r The hardest  & most rewarding part of the job was learning how to deal with different cultures & languages,earning their respect  is important to me.\r I have a very happy personality with the willingness to learn and develop new skills to benefit both myself and my employer, I believe strongly in customer satisfaction &  will do my best to ensure this to the best of my ability
2605	They did not tell me what I was expected to wear, I should have known what to wear, but I asked my family and they said casual clothes. I asked a worker at K-mart and they also told me casual. \r I was given tasks that were merely made up on the spot, and no one was there to manage me. When I completed a task, I would ask for another, and often no one was around so I continued with pick-ups, and I felt like I was not contributing because the tasks were simple and unplanned. \r I was also NOT told of when my breaks were, except 2 a day I think. I was not told how long, so I would take perhaps 40 minute break, and be told I took to long. \r Hardest part was that I was excluded, and not told on what needed improving on. And so I had no idea if I was doing it wrong or right. The only time I was given a task and told what to do was tiding the shoe isle and restocking the shoes in correct order- which I did not find difficult. \r Most enjoyable was the first day, because it was new. Only I was told I was wearing the wrong clothes, and I had taken to long for a break. Also finishing the week was good, but I had no more jobs there.
2554	Serving customers and doing other jobs around the store (such as tidying up stock). I have learnt a lot about customer service since working at Kmart and have now become very familiar with the work force. The management at Kmart are very helpful and try to do as much as they can to ensure you enjoy working there and are treated extremely well. My co-workers are amazing. Everybody is so nice to each other and try their bests to be helpful in any way possible. There is always a lot of respect shown between co-workers throughout the store and everyone is always friendly to each other all the time. There aren't any particular aspects of the job in which are hard, although there can be a challenge at certain times, especially when the store gets busy, which is mainly during Christmas time, where we are required to work fast and are put under more pressure than usual. Other than that, working at Kmart can be rewarding in a way where we not only get special offers as an employee (such as half price clothes and free work shirts) but we also have learnt what it feels like to be able to work as a team in a work environment.
5216	Bunnings at the outset seems like a decent place to work, they offer good hours, a decent rate of pay, training and 'flexibility'. Once you've been there for a while you discover the opposite. Rosters are created two weeks in advanced but are usually altered with anywhere between 12hours to 2 days notice, without consultation - the first you will know of it is when you log in to double check your rosters or you turn up to work for your shift and suddenly it no longer exists. \rWhilst I was there I also found issues with my pay - which took weeks to sort out and I was reprimanded for calling payroll when my coordinator didn't seem to be doing anything about it. \rBank of hours is a truly horrible system that allows bunnings to bend you over whenever they see fit. The convoluted management structure makes life difficult when you need to sort out hours, leave, pay or some other problem and your coordinator is nowhere to be found - no other coordinator or even the store manager is willing to help and tells you to talk to your unavailable-for-days coordinator. \r Many other problems, but these were the major ones.
1761	Arrive at work at 4:10 am in the morning, enter and secure building before starting work at 5:00am using the mop broom, my co-worker and I scale the entire area of dust, items and stickers. Whilst I begin scrubbing the areas covered, my co-worker spot mops the isles of sticky substances or dried up spills and clean areas behind the registers, and dressing rooms, removing and replacing rubbish bags in bins. Then I begin buffing the same areas covered and required for that day whilst my co-worker does general cleaning of backhouse. By 7am the manager and other staff members arrive to set up...we get rid of all rubbish in the warehouse bins and speak to manager before signing out and be guided out by manager, staff or security. The most enjoyable part of the job was meeting the staff and having chuckles with the before leaving the premises...we would also be the first to use the self serve registers on our pay days to purchase any items we saw that was desirable to purchase...also to see the smiles on the staff's faces that appreciate the time we take to keep their work environment clean and sanitised.
1384	Kmart is a really good first job, you get ok pay for being young and you get taught very efficiently. But don’t expect to be valued, Kmart hire casual employees and keep them for as long as they need and then just stop giving them shifts. \rThis is what happened to me I worked for a year and then all of the sudden I just slowly got less and less shifts until there were none. \rThere was no communication about this at all. No letter no phone call. \rThe managers are actually really nice people they just don’t know how to manage properly. \rFor example one day I had to cancel a shift a few days before and they were alright with it, but the next week I got paid for that shift I didn’t do. I let them know about it and they wrote it down but nothing got done about it, Or my phone number for some reason was my mums instead of mine so when they rang me they rang my mum. I tried about five times over the course of 2months to change this and they would always write down my info and never change it, ( it never got changed)\rLike I said mixed feelings but I don’t know if this was just the work place I was at.
